"name","id","lat","lon","cumulative_revenue","design_capacity","fee_effective_date","rates","location","capital_cost","project_type","date_fee_notification","date_commercial_operation","fee_rule","concessions_period","traffic_per_day","target_traffic_per_day","contractor_name","contact_details"
"Mohania",41,25.19093,83.559544,263.85,"120000","01-04-2021","{""car_single"":null,""car_multi"":80,""car_monthly"":1755,""lcv_single"":null,""lcv_multi"":130,""lcv_monthly"":2835,""bus_multi"":265,""bus_monthly"":5940,""multiaxle_single"":280,""multiaxle_multi"":420,""multiaxle_monthly"":9315,""hcm_single"":280,""hcm_multi"":420,""hcm_monthly"":9315,""four_six_axle_single"":280,""four_six_axle_multi"":420,""four_six_axle_monthly"":9315,""seven_plus_axle_single"":340,""seven_plus_axle_multi"":510,""seven_plus_axle_monthly"":11335}","<b style='color:#22A7EA'>Mohania</b><br/><b> </b> M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd","2848.00","BOT (Toll)","16-06-2011","12-09-2011","2008","12.09.2011 - 11.09.2041",39705,49762,"M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd","Sh.  Devendra Nath Chaturvedi / 8651036059"
"Sasaram",43,24.957125,83.954997,546.54,"120000","01-04-2021","{""car_single"":null,""car_multi"":175,""car_monthly"":3905,""lcv_single"":null,""lcv_multi"":285,""lcv_monthly"":6305,""bus_multi"":595,""bus_monthly"":13215,""multiaxle_single"":620,""multiaxle_multi"":935,""multiaxle_monthly"":20725,""hcm_single"":620,""hcm_multi"":935,""hcm_monthly"":20725,""four_six_axle_single"":620,""four_six_axle_multi"":935,""four_six_axle_monthly"":20725,""seven_plus_axle_single"":755,""seven_plus_axle_multi"":1135,""seven_plus_axle_monthly"":25230}","<b style='color:#22A7EA'>Sasaram</b><br/><b> </b> M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd","2848.00","BOT (Toll)","16-06-2011","11-07-2008","2008","12.09.2011 - 11.09.2041",45705,49762,"M/s Soma Isolux Varanasi Aurangabad Tollway Pvt Ltd","Sh.  Kumar Vivek Vimal / 7654330007"
"Anantram",44,26.594931,79.268034,422.19,"120000","01-04-2021","{""car_single"":null,""car_multi"":135,""car_monthly"":3020,""lcv_single"":null,""lcv_multi"":220,""lcv_monthly"":4880,""bus_multi"":460,""bus_monthly"":10220,""multiaxle_single"":335,""multiaxle_multi"":500,""multiaxle_monthly"":11150,""hcm_single"":480,""hcm_multi"":720,""hcm_monthly"":16030,""four_six_axle_single"":480,""four_six_axle_multi"":720,""four_six_axle_monthly"":16030,""seven_plus_axle_single"":585,""seven_plus_axle_multi"":880,""seven_plus_axle_monthly"":19515}","<b style='color:#22A7EA'>Anantram</b><br/><b> </b> M/s Etawah Chakeri Kanpur Highway Pvt Ltd","2251.00","BOT (Toll)","11-01-2013","31-03-2008","2008 as amended","13.03.2013-12.03.2029",26364,48750,"M/s Etawah Chakeri Kanpur Highway Pvt Ltd","Stayavir Yadav / 8191000402"
"Tendua (Gorakhpur Bypass)",45,26.724015,83.274398,52.11,"NA","01-04-2021","{""car_single"":null,""car_multi"":125,""car_monthly"":2795,""lcv_single"":null,""lcv_multi"":205,""lcv_monthly"":4515,""bus_multi"":425,""bus_monthly"":9455,""multiaxle_single"":310,""multiaxle_multi"":465,""multiaxle_monthly"":10315,""hcm_single"":445,""hcm_multi"":665,""hcm_monthly"":14830,""four_six_axle_single"":445,""four_six_axle_multi"":665,""four_six_axle_monthly"":14830,""seven_plus_axle_single"":540,""seven_plus_axle_multi"":810,""seven_plus_axle_monthly"":18055}","<b style='color:#22A7EA'>Tendua (Gorakhpur Bypass)</b><br/><b> </b> M/s Gorakhpur-Kasiya Tollways Pvt Ltd","806.57","OMT","30-10-2012","24-11-2012","2008 as amended","05.08.2015-04.08.2024",16392,,"M/s Gorakhpur-Kasiya Tollways Pvt Ltd","N.K Shrivastava / 9415212759"
"Barajore (Bara)",47,26.386389,80.021485,237,"120000","01-04-2021","{""car_single"":null,""car_multi"":225,""car_monthly"":5000,""lcv_single"":null,""lcv_multi"":355,""lcv_monthly"":7835,""bus_multi"":720,""bus_monthly"":16010,""multiaxle_single"":525,""multiaxle_multi"":790,""multiaxle_monthly"":17500,""hcm_single"":740,""hcm_multi"":1110,""hcm_monthly"":24625,""four_six_axle_single"":740,""four_six_axle_multi"":1110,""four_six_axle_monthly"":24625,""seven_plus_axle_single"":935,""seven_plus_axle_multi"":1405,""seven_plus_axle_monthly"":31215}","<b style='color:#22A7EA'>Barajore (Bara)</b><br/><b> </b> M/s Etawah Chakeri Kanpur Highway Pvt Ltd","2251.00","BOT (Toll)","11-01-2013","22-08-2007","2008 as amended","13.03.2013-12.03.2029",43960,48750,"M/s Etawah Chakeri Kanpur Highway Pvt Ltd","Mr Manoj Sharma / 8191000401"
"Bharudi",48,21.805381,70.663976,384.8,"NA","01-10-2020","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":215,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":215,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":215,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":215,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Bharudi</b><br/><b> </b> M/s West Gujarat Expressway Ltd","265.00","BOT (Toll)","05-05-2008","28-10-2006","1997","20.09.2005-19.09.2025",36824,10660,"M/s West Gujarat Expressway Ltd","Vimal lunagaria / 9925220020"
"Pithadiya",49,22.082642,70.781004,384.8,"NA","01-10-2020","{""car_single"":null,""car_multi"":null,""car_monthly"":null,""lcv_single"":null,""lcv_multi"":null,""lcv_monthly"":null,""bus_multi"":null,""bus_monthly"":null,""multiaxle_single"":215,""multiaxle_multi"":null,""multiaxle_monthly"":null,""hcm_single"":215,""hcm_multi"":null,""hcm_monthly"":null,""four_six_axle_single"":215,""four_six_axle_multi"":null,""four_six_axle_monthly"":null,""seven_plus_axle_single"":215,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Pithadiya</b><br/><b> </b> M/s West Gujarat Expressway Ltd","265.00","BOT (Toll)","05-05-2008","28-10-2006","1997","20.09.2005-19.09.2025",25494,12269,"M/s West Gujarat Expressway Ltd","Vimal lunagaria / 9925220020"
"Choryasi",50,21.303367,72.95418,1178.92,"70000","01-07-2021","{""car_single"":null,""car_multi"":120,""car_monthly"":2420,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4230,""bus_multi"":425,""bus_monthly"":8465,""multiaxle_single"":455,""multiaxle_multi"":680,""multiaxle_monthly"":13600,""hcm_single"":455,""hcm_multi"":680,""hcm_monthly"":13600,""four_six_axle_single"":455,""four_six_axle_multi"":680,""four_six_axle_monthly"":13600,""seven_plus_axle_single"":455,""seven_plus_axle_multi"":680,""seven_plus_axle_monthly"":13600}","<b style='color:#22A7EA'>Choryasi</b><br/><b> </b> M/s Idaa Infrastructure Pvt Ltd","1405.49","BOT (Toll)","22-09-2009","25-09-2009","1997","03.01.2007-02.01.2022",119377,,"M/s Idaa Infrastructure Pvt Ltd","Plaza Manager / 9427113030"
"Anewadi",56,17.810312,73.971381,531.4,"120000","01-04-2021","{""car_single"":null,""car_multi"":105,""car_monthly"":2305,""lcv_single"":null,""lcv_multi"":170,""lcv_monthly"":3725,""bus_multi"":350,""bus_monthly"":7805,""multiaxle_single"":365,""multiaxle_multi"":550,""multiaxle_monthly"":12240,""hcm_single"":365,""hcm_multi"":550,""hcm_monthly"":12240,""four_six_axle_single"":365,""four_six_axle_multi"":550,""four_six_axle_monthly"":12240,""seven_plus_axle_single"":445,""seven_plus_axle_multi"":670,""seven_plus_axle_monthly"":14905}","<b style='color:#22A7EA'>Anewadi</b><br/><b> </b> M/s PS Toll Road Pvt Ltd","1724.55","BOT (Toll)","26-08-2010","23-03-2005","2008","01.10.2010-30.09.2034",47604,60848,"M/s PS Toll Road Pvt Ltd","Vivek Sharma / 9730439964"
"Mettupatti",57,11.66167,78.330768,302.08,"85825","01-09-2021","{""car_single"":null,""car_multi"":80,""car_monthly"":1575,""lcv_single"":null,""lcv_multi"":140,""lcv_monthly"":2755,""bus_multi"":275,""bus_monthly"":5510,""multiaxle_single"":295,""multiaxle_multi"":445,""multiaxle_monthly"":8855,""hcm_single"":295,""hcm_multi"":445,""hcm_monthly"":8855,""four_six_axle_single"":295,""four_six_axle_multi"":445,""four_six_axle_monthly"":8855,""seven_plus_axle_single"":295,""seven_plus_axle_multi"":445,""seven_plus_axle_monthly"":8855}","<b style='color:#22A7EA'>Mettupatti</b><br/><b> </b> M/s SU Toll Road Private Limited","941.00","BOT (Toll)","13-01-2012","28-07-2012","1997","15.01.2008-14.01.2033",29502,23608,"M/s SU Toll Road Private Limited","Sh. P.Paraman / 9994296798"
"Doddakarenahalli (Neelmangala )",58,13.068175,77.3605999,216.37,"57707","01-09-2021","{""car_single"":null,""car_multi"":70,""car_monthly"":1390,""lcv_single"":null,""lcv_multi"":120,""lcv_monthly"":2435,""bus_multi"":245,""bus_monthly"":4865,""multiaxle_single"":260,""multiaxle_multi"":390,""multiaxle_monthly"":7820,""hcm_single"":260,""hcm_multi"":390,""hcm_monthly"":7820,""four_six_axle_single"":260,""four_six_axle_multi"":390,""four_six_axle_monthly"":7820,""seven_plus_axle_single"":null,""seven_plus_axle_multi"":null,""seven_plus_axle_monthly"":null}","<b style='color:#22A7EA'>Doddakarenahalli (Neelmangala )</b><br/><b> </b> M/s Lanco Devihalli Highawys Ltd","736.00","BOT (Toll)","27-04-2011","23-06-2012","1997","25",29348,25292,"M/s Lanco Devihalli Highawys Ltd","K.Venkatramaiah / 9901466899"
"Thirumandurai",59,11.396808,78.99356,692.68,"40000","01-09-2021","{""car_single"":null,""car_multi"":85,""car_monthly"":1710,""lcv_single"":null,""lcv_multi"":150,""lcv_monthly"":2995,""bus_multi"":300,""bus_monthly"":5990,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":9630,""hcm_single"":320,""hcm_multi"":480,""hcm_monthly"":9630,""four_six_axle_single"":320,""four_six_axle_multi"":480,""four_six_axle_monthly"":9630,""seven_plus_axle_single"":320,""seven_plus_axle_multi"":480,""seven_plus_axle_monthly"":9630}","<b style='color:#22A7EA'>Thirumandurai</b><br/><b> </b> M/s Trichy Tollway Private Limited","460.00","BOT (Toll)","24-07-2009","05-09-2009","1997","26.12.2006-25.12.2026",39076,32636,"M/s Trichy Tollway Private Limited","Mr Mahendran / 9750937386"
"Patas",64,18.424491,74.466193,378.7,"60000","01-04-2021","{""car_single"":null,""car_multi"":115,""car_monthly"":2575,""lcv_single"":null,""lcv_multi"":185,""lcv_monthly"":4160,""bus_multi"":390,""bus_monthly"":8715,""multiaxle_single"":410,""multiaxle_multi"":615,""multiaxle_monthly"":13665,""hcm_single"":410,""hcm_multi"":615,""hcm_monthly"":13665,""four_six_axle_single"":410,""four_six_axle_multi"":615,""four_six_axle_monthly"":13665,""seven_plus_axle_single"":500,""seven_plus_axle_multi"":750,""seven_plus_axle_monthly"":16635}","<b style='color:#22A7EA'>Patas</b><br/><b> </b> M/s Pune Solapur Expressways Pvt Ltd","1371.00","BOT (Toll)","29-10-2012","04-02-2013","2008","14.11.2009-13.11.2030",47604,32000,"M/s Pune Solapur Expressways Pvt Ltd","Sh.  Uttam Singh / 7798885561"
"Thandikhui",66,32.607394,74.944346,,"1584","01-04-2021","{""car_single"":null,""car_multi"":105,""car_monthly"":2380,""lcv_single"":null,""lcv_multi"":175,""lcv_monthly"":3840,""bus_multi"":360,""bus_monthly"":8045,""multiaxle_single"":265,""multiaxle_multi"":395,""multiaxle_monthly"":8780,""hcm_single"":380,""hcm_multi"":570,""hcm_monthly"":12620,""four_six_axle_single"":380,""four_six_axle_multi"":570,""four_six_axle_monthly"":12620,""seven_plus_axle_single"":460,""seven_plus_axle_multi"":690,""seven_plus_axle_monthly"":15365}","<b style='color:#22A7EA'>Thandikhui</b><br/><b> </b> Ms Datar Security Service Group","1584.67","Public Funded","04-03-2014","22-02-2017","2008 as amended","",40600,18000,"Ms Datar Security Service Group","/ 0"
"Daroda",67,20.450467,78.755153,30.99,"NA","01-04-2021","{""car_single"":null,""car_multi"":140,""car_monthly"":3060,""lcv_single"":null,""lcv_multi"":220,""lcv_monthly"":4945,""bus_multi"":465,""bus_monthly"":10355,""multiaxle_single"":340,""multiaxle_multi"":510,""multiaxle_monthly"":11300,""hcm_single"":485,""hcm_multi"":730,""hcm_monthly"":16240,""four_six_axle_single"":485,""four_six_axle_multi"":730,""four_six_axle_monthly"":16240,""seven_plus_axle_single"":595,""seven_plus_axle_multi"":890,""seven_plus_axle_monthly"":19755}","<b style='color:#22A7EA'>Daroda</b><br/><b> </b> Ms Highway and Tandon Tollways","268.37","OMT","27-04-2011","19-01-2013","2008 as amended","24.12.2021-22.12.2022",9739,7457,"Ms Highway and Tandon Tollways","Mr R.L. Yadav / 7720050733"
"Samakhiyali",68,23.308555,70.49059,558.26,"NA","01-04-2021","{""car_single"":null,""car_multi"":105,""car_monthly"":2315,""lcv_single"":null,""lcv_multi"":170,""lcv_monthly"":3735,""bus_multi"":350,""bus_monthly"":7830,""multiaxle_single"":370,""multiaxle_multi"":550,""multiaxle_monthly"":12275,""hcm_single"":370,""hcm_multi"":550,""hcm_monthly"":12275,""four_six_axle_single"":370,""four_six_axle_multi"":550,""four_six_axle_monthly"":12275,""seven_plus_axle_single"":450,""seven_plus_axle_multi"":675,""seven_plus_axle_monthly"":14945}","<b style='color:#22A7EA'>Samakhiyali</b><br/><b> </b> M/s L&amp;T Samakhiyali Gandhidham Tollway Limited","805.33","BOT (Toll)","27-07-2010","10-06-2003","2008","11.09.2010 - 10.09.2034",62619,56000,"M/s L&T Samakhiyali Gandhidham Tollway Limited","Shri Sanjay Marbari / 9909008219"
"Kelapur",70,20.019307,78.54022,41.24,"NA","01-04-2021","{""car_single"":null,""car_multi"":140,""car_monthly"":3060,""lcv_single"":null,""lcv_multi"":220,""lcv_monthly"":4945,""bus_multi"":465,""bus_monthly"":10355,""multiaxle_single"":340,""multiaxle_multi"":510,""multiaxle_monthly"":11300,""hcm_single"":485,""hcm_multi"":730,""hcm_monthly"":16240,""four_six_axle_single"":485,""four_six_axle_multi"":730,""four_six_axle_monthly"":16240,""seven_plus_axle_single"":595,""seven_plus_axle_multi"":890,""seven_plus_axle_monthly"":19775}","<b style='color:#22A7EA'>Kelapur</b><br/><b> </b> Ms Skylark Infra Engineering Pvt. Ltd.","161.00","Public Funded","01-03-2011","30-04-2012","2008 as amended","13.05.2016  -  13.05.2017",11404,,"Ms Skylark Infra Engineering Pvt. Ltd.","Narsima Reddy / 7893256641"
"Nandgaon Peth",71,20.951008,77.788359,151.39,"60000","01-04-2021","{""car_single"":null,""car_multi"":155,""car_monthly"":3425,""lcv_single"":null,""lcv_multi"":240,""lcv_monthly"":5370,""bus_multi"":495,""bus_monthly"":11055,""multiaxle_single"":510,""multiaxle_multi"":765,""multiaxle_monthly"":17020,""hcm_single"":510,""hcm_multi"":765,""hcm_monthly"":17020,""four_six_axle_single"":510,""four_six_axle_multi"":765,""four_six_axle_monthly"":17020,""seven_plus_axle_single"":645,""seven_plus_axle_multi"":965,""seven_plus_axle_monthly"":21485}","<b style='color:#22A7EA'>Nandgaon Peth</b><br/><b> </b> M/s IRB Talengaon Amravati Tollway","567.00","BOT (Toll)","19-07-2012","24-04-2013","2008","22",20623,41052,"M/s IRB Talengaon Amravati Tollway","Mr Balasaheb Landge (General Manager ) / 7045453928"
"Mundiyar",72,25.208647,77.136059,88.29,"NA","01-04-2021","{""car_single"":null,""car_multi"":135,""car_monthly"":2985,""lcv_single"":null,""lcv_multi"":215,""lcv_monthly"":4820,""bus_multi"":455,""bus_monthly"":10100,""multiaxle_single"":330,""multiaxle_multi"":495,""multiaxle_monthly"":11015,""hcm_single"":475,""hcm_multi"":715,""hcm_monthly"":15835,""four_six_axle_single"":475,""four_six_axle_multi"":715,""four_six_axle_monthly"":15835,""seven_plus_axle_single"":580,""seven_plus_axle_multi"":870,""seven_plus_axle_monthly"":19280}","<b style='color:#22A7EA'>Mundiyar</b><br/><b> </b> Sh. Suresh Chandra","NA","OMT","06-07-2011","26-04-2009","2008","25.08.2011-24.08.2017",3134,2645,"Sh. Suresh Chandra","Jitendra Chauhan / 9950561555"
"Raksha",73,25.461841,78.451052,88.29,"NA","01-04-2021","{""car_single"":null,""car_multi"":165,""car_monthly"":3690,""lcv_single"":null,""lcv_multi"":270,""lcv_monthly"":5960,""bus_multi"":560,""bus_monthly"":12490,""multiaxle_single"":410,""multiaxle_multi"":615,""multiaxle_monthly"":13625,""hcm_single"":585,""hcm_multi"":880,""hcm_monthly"":19585,""four_six_axle_single"":585,""four_six_axle_multi"":880,""four_six_axle_monthly"":19585,""seven_plus_axle_single"":715,""seven_plus_axle_multi"":1075,""seven_plus_axle_monthly"":23840}","<b style='color:#22A7EA'>Raksha</b><br/><b> </b> Ms Prakash Asphalting and Toll Highways(I) Ltd.","NA","OMT","06-07-2011","21-07-2009","2008","25.08.2011-24.08.2017",11285,11526,"Ms Prakash Asphalting and Toll Highways(I) Ltd.","Shri Bhagwan Sikarwar / 8726031492"
"Ramnagar",74,25.278913,77.614165,88.29,"NA","01-04-2021","{""car_single"":null,""car_multi"":130,""car_monthly"":2875,""lcv_single"":null,""lcv_multi"":210,""lcv_monthly"":4650,""bus_multi"":440,""bus_monthly"":9740,""multiaxle_single"":320,""multiaxle_multi"":480,""multiaxle_monthly"":10625,""hcm_single"":460,""hcm_multi"":685,""hcm_monthly"":15270,""four_six_axle_single"":460,""four_six_axle_multi"":685,""four_six_axle_monthly"":15270,""seven_plus_axle_single"":560,""seven_plus_axle_multi"":835,""seven_plus_axle_monthly"":18590}","<b style='color:#22A7EA'>Ramnagar</b><br/><b> </b> Rishiraj Singh","NA","OMT","06-07-2011","21-04-2009","2008","24.12.2021-24.03.2022",3205,2829,"Rishiraj Singh","Ramsundar Sharma / 8718808215"
"Athur (Tindivanam)",75,12.346862,79.779856,392.62,"83834","01-04-2021","{""car_single"":null,""car_multi"":90,""car_monthly"":1980,""lcv_single"":null,""lcv_multi"":145,""lcv_monthly"":3200,""bus_multi"":300,""bus_monthly"":6705,""multiaxle_single"":220,""multiaxle_multi"":330,""multiaxle_monthly"":7315,""hcm_single"":315,""hcm_multi"":475,""hcm_monthly"":10510,""four_six_axle_single"":315,""four_six_axle_multi"":475,""four_six_axle_monthly"":10510,""seven_plus_axle_single"":385,""seven_plus_axle_multi"":575,""seven_plus_axle_monthly"":12795}","<b style='color:#22A7EA'>Athur (Tindivanam)</b><br/><b> </b> Ms Coral Associates","564.30","Public Funded","16-05-2012","01-04-2005","2008 as amended with transition","26.03.2016-26.03.2017",59180,75000,"Ms Coral Associates","Shri. Srinivasan / 9025891369"
"Vanagaram (Chennai Bypass)",76,13.043526,80.149598,187.21,"136500","01-04-2021","{""car_single"":null,""car_multi"":65,""car_monthly"":1475,""lcv_single"":null,""lcv_multi"":105,""lcv_monthly"":2385,""bus_multi"":225,""bus_monthly"":4990,""multiaxle_single"":165,""multiaxle_multi"":245,""multiaxle_monthly"":5445,""hcm_single"":235,""hcm_multi"":350,""hcm_monthly"":7830,""four_six_axle_single"":235,""four_six_axle_multi"":350,""four_six_axle_monthly"":7830,""seven_plus_axle_single"":285,""seven_plus_axle_multi"":430,""seven_plus_axle_monthly"":9530}","<b style='color:#22A7EA'>Vanagaram (Chennai Bypass)</b><br/><b> </b> Ms Inderdeep Construction Co.","958.95","Public Funded","27-02-2013","04-06-2003","2008 as amended","04.08.2016-03.08.2017",129563,40000,"Ms Inderdeep Construction Co.","Shri. Pawan Karamchandani / 7418019007"
"Mandawnagar",77,26.810525,82.731283,290.65,"NA","01-04-2021","{""car_single"":null,""car_multi"":115,""car_monthly"":2590,""lcv_single"":null,""lcv_multi"":190,""lcv_monthly"":4180,""bus_multi"":395,""bus_monthly"":8765,""multiaxle_single"":285,""multiaxle_multi"":430,""multiaxle_monthly"":9560,""hcm_single"":410,""hcm_multi"":620,""hcm_monthly"":13740,""four_six_axle_single"":410,""four_six_axle_multi"":620,""four_six_axle_monthly"":13740,""seven_plus_axle_single"":500,""seven_plus_axle_multi"":755,""seven_plus_axle_monthly"":16730}","<b style='color:#22A7EA'>Mandawnagar</b><br/><b> </b> M/s Ayodhya-Gorakhpur Sms Tolls Pvt Ltd","646.14","OMT","25-06-2013","31-10-2012","2008 as amended","03.08.2013-02.08.2022",32083,,"M/s Ayodhya-Gorakhpur Sms Tolls Pvt Ltd","Mr Sumeet Bhandari / 9721524262"
"Surapattu (Chennai Bypass II)",79,13.136678,80.181624,187.21,"NA","01-04-2021","{""car_single"":null,""car_multi"":90,""car_monthly"":2050,""lcv_single"":null,""lcv_multi"":150,""lcv_monthly"":3310,""bus_multi"":310,""bus_monthly"":6930,""multiaxle_single"":225,""multiaxle_multi"":340,""multiaxle_monthly"":7560,""hcm_single"":325,""hcm_multi"":490,""hcm_monthly"":10870,""four_six_axle_single"":325,""four_six_axle_multi"":490,""four_six_axle_monthly"":10870,""seven_plus_axle_single"":395,""seven_plus_axle_multi"":595,""seven_plus_axle_monthly"":13235}","<b style='color:#22A7EA'>Surapattu (Chennai Bypass II)</b><br/><b> </b> Riddhi Siddhi Associates","958.95","Public Funded","27-02-2013","04-06-2003","2008 as amended","04.08.2016-03.08.2017",56060,,"Riddhi Siddhi Associates","Shri. Pawan Karamchandani / 7418019007"
